industria,nps,razones,crdito | hacer | dinero,ms | intereses | inters,colas | ir | evito,problema | comision | accesible,sistema | retirar | agentes,otros,sent_neg,sent_neutral,sent_pos,joy,sadness,anger,surprise,disgust,fear,others,hateful,targeted,aggressive
banca,PROMOTOR,evita las colas y es ahorro de tiempo se puede pagar desde casa,0,0,1,0,0,0,0.0035683372989296913,0.8938782811164856,0.10255340486764908,0.07701915502548218,0.013533747754991055,0.010802610777318478,0.012197768315672874,0.005446760915219784,0.006064308807253838,0.8749356269836426,0.07119534909725189,0.011596410535275936,0.037585049867630005
banca,PROMOTOR,es mas facil rapido desde cualquier lugar y evita los contagios,0,0,1,0,0,0,0.013253835961222649,0.8662135004997253,0.12053273618221283,0.1119798943400383,0.020611485466361046,0.01350038219243288,0.011569379828870296,0.01138356328010559,0.00999502930790186,0.8209601640701294,0.2814060151576996,0.014152560383081436,0.08188902586698532
banca,DETRACTOR,"el sistema a veces falla, se cuelga, no puedo entrar, me aparece clave incorrecta, se bloquea la cuenta cuando pongo la clave incorrecta tres veces, nadie me da solucion , no hay un lugar fisico para reclamar, deberia haber uno. estuve quince dias sin poder hacer nada. la atencion cuando llame a call center de bim fue buena, me atendieron bien cuando ingreso la llamada, pero demoran en aceptar la llamada, pase dias intentando jueves, viernes, sabado, hasta que despues de varios dias la llamada ingreso y pude exponer mi caso",0,0,0,1,0,0,0.9846636056900024,0.014763847924768925,0.00057254359126091,0.02205333672463894,0.136560320854187,0.25320085883140564,0.011154734529554844,0.04055921733379364,0.012791543267667294,0.5236800909042358,0.14965109527111053,0.018374351784586906,0.05803457275032997
banca,NEUTRAL,"porque en algunas ocasiones hay inconsistencias con el sistema, no puedo ingresar debo ir a la agencia de compartamos a que me den solucion",0,0,0,0,1,0,0.7684136629104614,0.2300582230091095,0.0015281736850738525,0.004297810140997171,0.019185474142432213,0.010426856577396393,0.006469111889600754,0.0035568717867136,0.007010070141404867,0.9490538239479065,0.030898021534085274,0.010351456701755524,0.016699643805623055
banca,PROMOTOR,es mas rapido y practico para realizar el pago,0,0,1,0,0,0,0.0040969341062009335,0.9853401780128479,0.010562882758677006,0.02800864912569523,0.010821310803294182,0.0028390809893608093,0.011623214930295944,0.0031105349771678448,0.005225458648055792,0.9383718371391296,0.05306883156299591,0.016357695683836937,0.024860985577106476
banca,PROMOTOR,a veces no se realiza el pago no refleja en el bim,0,0,0,0,1,0,0.3833670914173126,0.6146216988563538,0.0020112837664783,0.003561759367585182,0.019732654094696045,0.002825413830578327,0.003945297561585903,0.0016199962701648474,0.0024262038059532642,0.9658889174461365,0.019773349165916443,0.01046232134103775,0.013952023349702358
banca,PROMOTOR,"porque es mucho mas practico para pagar, evito salir al centro, ahorro dinero y tiempo. todo bien con bim",0,0,1,0,0,0,0.001962081529200077,0.11075278371572495,0.8872851133346558,0.5736319422721863,0.007610281463712454,0.00539220217615366,0.011813032440841198,0.004770174156874418,0.003468416864052415,0.3933139145374298,0.1421784907579422,0.013300105929374695,0.04615052416920662
banca,DETRACTOR,no hay sistema no hay saldo y no figura el pago tuvo muchos problemas con el bim,0,0,0,0,1,0,0.9930227994918823,0.006468676961958408,0.0005085829761810601,0.0038566284347325563,0.03690414875745773,0.012491735629737377,0.004633134230971336,0.004438391420990229,0.006422848906368017,0.9312531352043152,0.024092622101306915,0.014530566520988941,0.018451906740665436
banca,NEUTRAL,no hay bim en todos los agentes y se tiene que buscar para el pago,0,0,1,0,0,0,0.9819820523262024,0.017657529562711716,0.0003604295488912612,0.0016277867835015059,0.005673969630151987,0.0019047132227569818,0.007356571964919567,0.0015268601709976792,0.0034534530714154243,0.9784564971923828,0.0539860874414444,0.007457077968865633,0.020985009148716927
banca,PROMOTOR,"porque a veces no hay sistema, es un peligro estar buscando un agente  bcp, el cajero cerca a casa de compartamos no me permite hacer la recarga ni retiro por bim, me manda a la agencia , pero es comodo porque lo puedo hacer desde cualquier sitio y evito ir a la agencia",0,0,1,0,0,0,0.9251730442047119,0.07313819229602814,0.0016887388192117214,0.013323125429451466,0.01729552447795868,0.014772297814488411,0.006692748982459307,0.005227227229624987,0.006870968732982874,0.9358180165290833,0.22422046959400177,0.024012472480535507,0.08973290771245956
banca,PROMOTOR,es accesible rapido es ahorro de tiempo y evita las colas,0,0,1,0,0,0,0.0028637575451284647,0.4272155165672302,0.5699207186698914,0.26776623725891113,0.006824861746281385,0.005368146579712629,0.010478389449417591,0.005250636488199234,0.005320314317941666,0.6989914774894714,0.11200323700904846,0.016268247738480568,0.05083094537258148
banca,NEUTRAL,"porque a veces no hay sistema y eso fastidia y he tenido que acercarme a la agencia para poder pagar, pero es mejor porque no se junta dinero en una sola casa, cada uno lo hace por su lado, es mas seguro.",0,0,0,1,0,0,0.9924572706222534,0.006882553454488516,0.0006602252833545208,0.03511188179254532,0.07919283211231232,0.0610852986574173,0.0059420145116746426,0.015186015516519547,0.009791084565222263,0.7936907410621643,0.1263066530227661,0.007164124399423599,0.03931107372045517
banca,PROMOTOR,"porque nos alivia mucho, evito ir a un agente o a la misma agencia, lo hago al toque desde la aplicacion, no he tenido problemas con bim",0,0,1,0,0,0,0.0014837790513411164,0.34692853689193726,0.651587724685669,0.07185924053192139,0.018475616350769997,0.00742113683372736,0.009763448499143124,0.006249608006328344,0.008362277410924435,0.87786865234375,0.045187294483184814,0.008847977966070175,0.020023435354232788
banca,NEUTRAL,"a veces el sistema se demora en cargar, se puede hacer el pago en un solo horario, si hago otra transaccion no se registra inmediatamente. cuando llame al call center de bim siempre me dieron la atencion requerida",0,0,0,1,0,0,0.8547595739364624,0.14362658560276031,0.0016138143837451935,0.01616164669394493,0.032902054488658905,0.028335923328995705,0.006511302664875984,0.007404194679111242,0.004835705738514662,0.9038493037223816,0.04336702451109886,0.011301887221634388,0.02196064405143261
banca,PROMOTOR,"porque es mas seguro, es mas facil, cada uno sabe lo que va a pagar",0,1,0,0,0,0,0.007835393771529198,0.9663920998573303,0.025772517547011375,0.08108458667993546,0.08874586224555969,0.06779851019382477,0.027024833485484123,0.03570586070418358,0.018701406195759773,0.6809389591217041,0.12366245687007904,0.016176600009202957,0.04105431213974953
banca,NEUTRAL,"porque seria mas practico, que las personas que trabajan con bim puedan acceder a mas canales, que puedan afiliar mas bancos interbank, por ejemplo. que sea asi como el yape o plin, que se pueda transferir rapido y una interfaz amigable",0,1,0,1,0,0,0.020934393629431725,0.953924834728241,0.025140738114714622,0.030950399115681648,0.00925598107278347,0.007754673715680838,0.009509614668786526,0.006415464915335178,0.0055578830651938915,0.9305559992790222,0.22418923676013947,0.009849359281361103,0.05944974347949028
banca,DETRACTOR,"porque el sistema esta fallando, no se puede pagar., dberian haber mas facilidad para hacer los pagos, que el sistema no se caiga. llame al call center de bim y me brindaron la atencion requerida",0,0,0,1,1,0,0.9896496534347534,0.009652256034314632,0.0006980484467931092,0.008816352114081383,0.06588169187307358,0.03346676751971245,0.01118944026529789,0.009824467822909355,0.009739691391587257,0.861081600189209,0.08529146015644073,0.010101400315761566,0.02648322656750679
banca,PROMOTOR,"porque es mas facil por bim, puedo tener dinero en la billetera y pagar directamente. todo bien con bim",0,0,0,0,1,0,0.011195546947419643,0.7312479019165039,0.2575565576553345,0.1435416340827942,0.01680852845311165,0.014299662783741951,0.016227437183260918,0.011578171513974667,0.003205620450899005,0.7943390011787415,0.10743286460638046,0.011143551208078861,0.04020466282963753
banca,NEUTRAL,"porque el bim es practico, aunque  a veces uno deposita  paga y ya esta, es mas rapido, sin embargo me parece que hay que seguir muchos pasos para poder pagar desde bim
hay que buscar agentes que tengan bim porque no todos tienen para poder recargar, no todos los bancos aceptan bim",0,1,1,0,0,0,0.005202760454267263,0.9893954396247864,0.005401786416769028,0.019088249653577805,0.01843022182583809,0.005330023355782032,0.0028345375321805477,0.0029566430021077394,0.0022777700796723366,0.9490827322006226,0.2389965057373047,0.008798087947070599,0.06551454216241837
banca,PROMOTOR,"porque es mas sencillo, ademas es seguro",0,0,1,0,0,0,0.0016834792913869023,0.21518583595752716,0.7831307053565979,0.4518881142139435,0.01272167731076479,0.004483548924326897,0.012207997031509876,0.0038972734473645687,0.004810553975403309,0.5099908113479614,0.09411385655403137,0.023232800886034966,0.032734256237745285
banca,PROMOTOR,"porque el bim es mucho mas factible, rapido y seguro porque no cargo dinero en fisico a la agencia, ademas lo encuentro afiliado a bcp, es mas rapido porque bcp hay en todos lados. no he tenido problemas con bim",0,0,1,0,1,0,0.0041973586194217205,0.2714107632637024,0.7243918180465698,0.3227357268333435,0.012469485402107239,0.00595239270478487,0.01019900944083929,0.005556317046284676,0.005284920800477266,0.6378021240234375,0.19621075689792633,0.014505337923765182,0.05834127962589264
banca,PROMOTOR,es rapido realiazar el pago sin salir de casa y evita las colas,0,0,1,0,0,0,0.008857350796461105,0.8991349339485168,0.09200768172740936,0.09778652340173721,0.013823666609823704,0.011596793308854103,0.01512276940047741,0.0088378069922328,0.009666875004768372,0.8431655168533325,0.06352714449167252,0.011048480868339539,0.03334030508995056
banca,PROMOTOR,es rapido y seguro el pago pero a veces el sistema es lento,1,0,0,0,0,0,0.07613738626241684,0.9090782999992371,0.014784369617700577,0.04612068459391594,0.0322573259472847,0.01125208381563425,0.0076909177005290985,0.005980771500617266,0.0074360668659210205,0.8892621397972107,0.05626174807548523,0.01308803167194128,0.025548845529556274
banca,PROMOTOR,es mas rapido y en cualquier momento el pago,0,0,1,0,0,0,0.24733099341392517,0.7486994862556458,0.003969508223235607,0.014503790065646172,0.034682366997003555,0.01228566374629736,0.05248123034834862,0.01477033644914627,0.03151215240359306,0.8397645354270935,0.14277873933315277,0.025823580101132393,0.060018718242645264
banca,PROMOTOR,es mas facil y seguro,0,0,0,0,0,1,0.06827044486999512,0.9170531630516052,0.014676404185593128,0.22919325530529022,0.07153992354869843,0.02624182589352131,0.03441673889756203,0.02784627676010132,0.019404198974370956,0.5913577079772949,0.18335627019405365,0.028347421437501907,0.06342874467372894
banca,PROMOTOR,"porque nos brinda mas opciones de pagar, puedo pagar servicios, no he tenido problemas con bim, cuando llame a call center de bim me brindaorn la atencion que requeria.",0,0,1,1,0,0,0.006314893718808889,0.25333401560783386,0.7403510808944702,0.1284828931093216,0.01800592429935932,0.008400165475904942,0.010764230042696,0.004463281482458115,0.004321983549743891,0.8255615234375,0.04880940541625023,0.010373363271355629,0.020152483135461807
banca,PROMOTOR,"porque es mas facil que ir a la agencia, es rapido evito la cola en la agencia, aunque hay pocos lugares para hacer la recarga, todo bien con bim",0,0,1,0,1,0,0.0070947762578725815,0.3033941388130188,0.6895110607147217,0.32195016741752625,0.007341002579778433,0.00668373703956604,0.012946659699082375,0.005266412161290646,0.0038858631160110235,0.6419261693954468,0.2517271935939789,0.02540450170636177,0.06727732717990875
banca,PROMOTOR,"porque es mas facil, evito el dinero en fisico por eso mas seguro, ahorro tiempo. todo bien con el bim",0,0,1,0,0,0,0.0020554829388856888,0.15866097807884216,0.8392835259437561,0.6911574602127075,0.010263996198773384,0.004044440109282732,0.01055337954312563,0.004247641656547785,0.003261726349592209,0.27647119760513306,0.13802912831306458,0.014860033057630062,0.040233809500932693
banca,DETRACTOR,"porque tuve problemas con pagar con bim, el sistema falla, me vi en apuros",0,0,0,0,1,0,0.9967525005340576,0.002935988362878561,0.000311560754198581,0.005110619124025106,0.1341685801744461,0.032650064677000046,0.01701964996755123,0.01295371726155281,0.03552718088030815,0.7625701427459717,0.041566867381334305,0.007948259823024273,0.019572587683796883
banca,PROMOTOR,"porque es mas practico, evito ir a la agencia, ahorro tiempo, es mucho mas factible porque no salgo de casa",0,0,1,0,0,0,0.0027403044514358044,0.3106972277164459,0.6865624785423279,0.4038543999195099,0.01253303699195385,0.005894770380109549,0.022626422345638275,0.005700704641640186,0.009358931332826614,0.5400317907333374,0.10966349393129349,0.015498618595302105,0.03465002402663231
banca,PROMOTOR,"porque puedo pagar rapido, pero raras veces hay dias en donde los pagos no entran, el sistema falla.",1,0,0,0,0,0,0.8932600021362305,0.10516425967216492,0.0015758165391162038,0.02528555318713188,0.10376890003681183,0.06786283850669861,0.022876521572470665,0.024485038593411446,0.0241447314620018,0.7315765023231506,0.14830051362514496,0.007954545319080353,0.038424257189035416
banca,PROMOTOR,"porque es seguro, siempre piden clave a la hora de ingresar en la aplicacion y nunca he tenido problemas, es excelente puedo ademas retirar, hacer recargas",0,0,0,1,0,0,0.0005775204044766724,0.016380807384848595,0.9830416440963745,0.7154433727264404,0.004646406043320894,0.0036549584474414587,0.007215905003249645,0.002760582370683551,0.0022532506845891476,0.2640255391597748,0.05147255212068558,0.011690551415085793,0.024625075981020927
banca,PROMOTOR,es mas rapido y confiable,0,0,1,0,0,0,0.006908410228788853,0.956935465335846,0.036156173795461655,0.12445194274187088,0.02006487175822258,0.010465579107403755,0.027677802368998528,0.014492217451334,0.010466926731169224,0.7923805713653564,0.1031404435634613,0.032112665474414825,0.04221382737159729
banca,DETRACTOR,a veces no se realiza el pago,0,0,0,0,1,0,0.11351943761110306,0.8835710883140564,0.002909440314397216,0.02017032355070114,0.0882454514503479,0.013154145330190659,0.01123825367540121,0.006207143422216177,0.004427870735526085,0.8565568327903748,0.020860029384493828,0.009771604090929031,0.01484072208404541
banca,PROMOTOR,es mas rapido y practico los pagos se pueden realizar en cualquier agente,0,0,1,0,1,0,0.00333809363655746,0.9712661504745483,0.0253958310931921,0.028827784582972527,0.006736194249242544,0.002386548789218068,0.008306538686156273,0.0026398845948278904,0.004790734965354204,0.9463121891021729,0.05260016769170761,0.009926320053637028,0.023846013471484184
banca,PROMOTOR,"porque es bien practico, eivto la cola, yo misma puedo hacerlo, es mas seguro, siempre uso el bim. cuando llame al call center de bim, por un tema de cambio de operador, me atendieron muy bien, quede satisfecha",0,0,0,1,0,0,0.001304658129811287,0.03683410584926605,0.9618611931800842,0.9460952877998352,0.0022692582570016384,0.002480878960341215,0.007878102362155914,0.0015462737064808607,0.0012692981399595737,0.03846076503396034,0.09931561350822449,0.014868956990540028,0.03319898620247841
banca,PROMOTOR,"porque es mas facil para poder pagar, evito ir a la agencia, ahorro tiempo",0,0,1,0,0,0,0.004429561085999012,0.9670259952545166,0.028544487431645393,0.19791030883789062,0.018234189599752426,0.009067712351679802,0.011912016198039055,0.0075259339064359665,0.00676707411184907,0.7485827207565308,0.12927201390266418,0.0153954541310668,0.04669748246669769
banca,DETRACTOR,"porque he tenido problemas para pagar, por cambio de operador. me comunique por whataspp por bim, me dijeron que tenian mucha demanda, me tuvieron dos semanas escribiendoles y nunca me dieron respuesta",1,0,0,0,0,0,0.9720189571380615,0.027245162054896355,0.0007359611918218434,0.0075002629309892654,0.07548794895410538,0.13018503785133362,0.013387751765549183,0.03087318129837513,0.029041370376944542,0.7135245203971863,0.05623568594455719,0.010568085126578808,0.02621317096054554
banca,PROMOTOR,no ha tendido problemas con el bim,0,0,1,0,0,0,0.021289357915520668,0.9738445281982422,0.004866114351898432,0.005146670620888472,0.00632323557510972,0.001009133760817349,0.01678800769150257,0.0012691895244643092,0.003523316467180848,0.9659404158592224,0.032715365290641785,0.011824253015220165,0.015258269384503365
banca,PROMOTOR,es mas practico y sin salir de casa,0,0,1,0,0,0,0.002611663658171892,0.8659318089485168,0.13145650923252106,0.1350908875465393,0.009513868018984795,0.0040419865399599075,0.026005351915955544,0.004273716360330582,0.004516307730227709,0.8165578842163086,0.06640885025262833,0.015919549390673637,0.025398975238204002
banca,DETRACTOR,no usan el bim algunas personas,0,1,1,0,0,0,0.9876195192337036,0.011797187849879265,0.0005832812166772783,0.005447243805974722,0.045573364943265915,0.04900779202580452,0.04481356218457222,0.047543060034513474,0.020715845748782158,0.7868992686271667,0.23454980552196503,0.011838050559163094,0.08570565283298492
banca,NEUTRAL,"porque es bueno, es mejor para evitar salir y mejor desde hacerlo casa",0,0,1,0,0,0,0.001242729020304978,0.07810218632221222,0.9206551313400269,0.38439327478408813,0.005868084263056517,0.0026493240147829056,0.0046043419279158115,0.0018707782728597522,0.0015956021379679441,0.5990185737609863,0.12133866548538208,0.014608708210289478,0.0446387380361557
banca,PROMOTOR,es mas facil evita las colas y es ahorro de tiempo,0,0,1,0,0,0,0.005831574089825153,0.3653363287448883,0.6288321018218994,0.17782235145568848,0.02093442715704441,0.015163619071245193,0.014604487456381321,0.012266945093870163,0.009769904427230358,0.7494383454322815,0.14667241275310516,0.012413105927407742,0.05247390642762184
banca,PROMOTOR,es mas accesible y es ahorro de tiempo,0,0,1,1,0,0,0.0014460147358477116,0.028786063194274902,0.9697679281234741,0.44515159726142883,0.009513594210147858,0.0047621517442166805,0.011709017679095268,0.0050507038831710815,0.0049055046401917934,0.518907368183136,0.05522124841809273,0.01446451060473919,0.02511252462863922
banca,PROMOTOR,porque es mas rapido,0,0,0,0,0,1,0.19090178608894348,0.7991496920585632,0.009948499500751495,0.08118470758199692,0.08136977255344391,0.09688837081193924,0.09489718079566956,0.08145361393690109,0.034555837512016296,0.5296504497528076,0.26607954502105713,0.054308559745550156,0.09117691963911057
banca,PROMOTOR,a veces no hay sistema y tuvo que ir a otra agencia qa realizar el pago pero todo bien,0,0,1,0,1,0,0.21898320317268372,0.7748878598213196,0.006128879729658365,0.007738744840025902,0.04859669506549835,0.011034895665943623,0.004994796589016914,0.003482141299173236,0.003548211883753538,0.920604407787323,0.02965681068599224,0.019675374031066895,0.022391926497220993
banca,PROMOTOR,es mas seguro y practico,0,0,1,0,0,0,0.0018405962036922574,0.9765596389770508,0.021599702537059784,0.05024145916104317,0.01233141589909792,0.006602725014090538,0.030493903905153275,0.007474190089851618,0.01087220199406147,0.8819839954376221,0.09622833132743835,0.023638267070055008,0.034891948103904724
banca,NEUTRAL,varias veces se bloqueo el app del bim,1,0,0,0,0,0,0.9387208819389343,0.06039157509803772,0.0008875327184796333,0.0024111634120345116,0.01223084144294262,0.004933706019073725,0.0090480400249362,0.002786769066005945,0.004027608782052994,0.9645620584487915,0.026541996747255325,0.012732954695820808,0.01881244219839573
banca,PROMOTOR,es mas rapido y seguro,0,0,0,0,0,1,0.01232917420566082,0.9544336199760437,0.03323725610971451,0.13234393298625946,0.044489555060863495,0.016737759113311768,0.032587889581918716,0.020842446014285088,0.018429875373840332,0.7345685958862305,0.16423510015010834,0.03229379281401634,0.057605236768722534
banca,PROMOTOR,es rapido sencillo y evita las colas,0,0,1,0,0,0,0.007655921392142773,0.9177245497703552,0.07461956143379211,0.07928136736154556,0.01524448487907648,0.023931186646223068,0.01833675056695938,0.01988016813993454,0.018235299736261368,0.8250907063484192,0.24660371243953705,0.020666752010583878,0.08912919461727142
